,name,surname,salary
7871,Henry,Red,3000
7872,Xico,White,3000
7873,John,Cave,4500
7874,Roger,Feynman,5750
7875,Henry,Red,4500
7876,Xico,White,5250
7877,Henry,Red,4500
7878,Mike,Cave,5750
7879,John,Red,4500
7880,Henry,Cave,5250
7881,Roger,Goodman,3000
7882,Mike,Red,5750
7883,John,White,5250
7884,Mike,Red,6750
7885,Mike,White,4500
7886,Henry,White,3750
7887,Xico,Feynman,4250
7888,Henry,White,3750
7889,Mike,Red,5750
7890,Henry,Red,6750
7891,Mike,Red,5750
7892,Henry,White,5250
7893,Xico,White,5750
7894,Xico,Red,3000
7895,Roger,Red,3000
7896,Xico,Cave,4250
7897,Roger,White,3000
7898,Henry,Goodman,6750
7899,Roger,Cave,6750
7900,Xico,Feynman,6750
7901,Henry,Cave,5250
7902,John,Cave,3000
7903,Roger,Red,5750
7904,Roger,Red,5250
7905,John,Feynman,5750
7906,John,Goodman,3750
7907,Mike,Feynman,3000
7908,Xico,Red,4500
7909,John,Goodman,4500
7910,Roger,White,5250
7911,John,Feynman,5750
7912,Mike,Red,3000
7913,Mike,Goodman,4500
7914,Mike,Goodman,4250
7915,Xico,Feynman,4250
7916,Roger,White,6750
7917,Xico,White,5250
7918,Roger,Feynman,5750
7919,Henry,Red,3000
7920,John,White,3000
7921,Xico,White,5750
7922,Roger,Red,4250
7923,Mike,Red,3000
7924,Xico,Cave,3000
7925,Xico,Feynman,5250
7926,Roger,White,4250
7927,Mike,Goodman,4500
7928,Xico,White,5250
7929,Xico,Red,3000
7930,Xico,White,5750
7931,Roger,Goodman,5750
7932,Henry,Goodman,5750
7933,Henry,Cave,5250
7934,Mike,Cave,5250
7935,Xico,Goodman,3000
7936,John,White,5250
7937,Roger,White,5750
7938,Roger,Red,5750
7939,Xico,Cave,3000
7940,Henry,Red,5250
7941,Henry,Goodman,4500
7942,Mike,Cave,6750
7943,John,Feynman,4500
7944,Roger,Red,5250
7945,Roger,Cave,4250
7946,Henry,Cave,4500
7947,Xico,White,4500
7948,Roger,White,4500
7949,Roger,Feynman,4500
7950,Henry,Goodman,5750
7951,Xico,Feynman,3000
7952,Henry,White,5750
7953,Xico,White,6750
7954,John,Goodman,3750
7955,Roger,White,6750
7956,Roger,White,5750
7957,Roger,Feynman,4500
7958,Xico,White,4500
7959,Mike,Goodman,5750
7960,Henry,Goodman,3000
7961,Roger,Cave,4250
7962,Henry,Feynman,3750
7963,Xico,White,4500
7964,Xico,Red,6750
7965,John,Feynman,6750
7966,Henry,Goodman,3000
7967,Henry,White,3750
7968,Henry,Cave,4250
7969,Henry,White,4500
7970,John,White,5250
7971,John,Feynman,3750
7972,Xico,Cave,5250
7973,Xico,Red,4500
7974,Roger,White,5750
7975,John,Cave,3750
7976,John,Goodman,3000
7977,Mike,Red,3000
7978,Roger,White,4500
7979,Roger,Goodman,3750
7980,Mike,Cave,5250
7981,Roger,Feynman,5750
7982,Roger,Red,6750
7983,Henry,Red,5750
7984,Henry,White,5750
7985,Mike,White,4250
7986,Xico,Goodman,6750
7987,Henry,White,5750
7988,Xico,Red,6750
7989,Mike,Cave,4500
7990,Mike,Red,4500
7991,Roger,Goodman,5750
7992,Henry,Cave,5250
7993,John,Cave,4500
7994,Mike,White,5250
7995,Roger,Cave,4250
7996,Henry,Goodman,5250
7997,Xico,Goodman,5250
7998,John,White,3000
7999,John,Cave,3750
8000,Roger,Goodman,6750
8001,Mike,Feynman,3750
8002,Roger,Feynman,6750
8003,Mike,Red,4250
8004,Henry,Goodman,3000
8005,Henry,Cave,3750
8006,Roger,Goodman,5250
8007,John,Goodman,3000
8008,Mike,Cave,4250
8009,John,Feynman,5750
8010,Henry,Cave,5750
8011,Mike,Goodman,3750
8012,John,Cave,3000
8013,Roger,Goodman,3750
8014,John,Red,3000
8015,John,White,4250
8016,Henry,Feynman,6750
8017,Xico,Feynman,3000
8018,Henry,Red,5750
8019,Xico,Cave,5250
8020,Mike,Cave,5250
8021,Roger,Feynman,4500
8022,Mike,White,5750
8023,Roger,Feynman,3750
8024,John,Cave,4500
8025,Xico,Feynman,5750
8026,Roger,Cave,4500
8027,Xico,Cave,6750
8028,Mike,Feynman,5750
8029,Henry,Goodman,4500
8030,John,White,4500
8031,Henry,Goodman,6750
8032,Henry,Goodman,3000
8033,Mike,Feynman,4250
8034,Xico,Red,4500
8035,Henry,Goodman,5750
8036,Xico,Cave,3000
8037,John,White,4500
8038,Henry,Red,5250
8039,John,Goodman,5250
8040,Xico,Goodman,5250
8041,Henry,Feynman,4500
8042,Henry,Goodman,5250
8043,Xico,Cave,3000
8044,Mike,White,4500
8045,John,Red,6750
8046,Henry,Cave,3000
8047,Mike,Red,5250
8048,Roger,Goodman,5750
8049,Roger,Red,4500
8050,Xico,Goodman,5750
8051,Henry,Goodman,4500
8052,Henry,White,3750
8053,Mike,White,3000
8054,Mike,Goodman,5750
8055,Henry,Cave,5750
8056,John,Cave,4500
8057,Roger,White,3000
8058,Xico,Feynman,6750
8059,Henry,Feynman,4500
8060,Xico,Red,5750
8061,John,Goodman,4500
8062,John,Cave,5250
8063,Roger,Red,5250
8064,Mike,Red,5750
8065,John,Goodman,3750
8066,Henry,Cave,4500
8067,John,White,4500
8068,Henry,Goodman,3000
8069,John,Cave,4500
8070,Henry,White,3000
8071,Henry,Red,5250
8072,Roger,Red,3000
8073,Henry,Feynman,6750
8074,John,White,3000
8075,Mike,Goodman,4250
8076,Henry,Red,5750
8077,Xico,White,3750
8078,Henry,White,4500
8079,Henry,Feynman,4250
8080,Mike,White,3750
8081,John,Goodman,4250
8082,Henry,Feynman,4250
8083,Roger,White,5750
8084,Mike,Feynman,5750
8085,John,Feynman,3000
8086,Mike,Feynman,5250
8087,Henry,Feynman,3000
8088,Roger,White,3000
8089,John,Goodman,3750
8090,John,Cave,4500
8091,Roger,White,3000
8092,Henry,Cave,3000
8093,Henry,Cave,4500
8094,John,Red,6750
8095,John,Feynman,4500
8096,Mike,Red,4500
8097,Xico,Cave,4500
8098,Xico,Red,5250
8099,Xico,Goodman,4500
8100,John,White,6750
8101,Henry,Goodman,3000
8102,Mike,Feynman,5750
8103,Mike,White,5750
8104,Mike,Cave,5750
8105,Mike,White,3000
8106,Xico,Red,6750
8107,John,Feynman,5750
8108,John,Goodman,6750
8109,Roger,Red,4250
8110,Xico,Goodman,4250
8111,Xico,White,4500
8112,Henry,Cave,4500
8113,Xico,Cave,6750
8114,Roger,Cave,4250
8115,Roger,White,5750
8116,Henry,White,4250
8117,John,Red,3000
8118,Xico,Goodman,4500
8119,Mike,Cave,4500
8120,Roger,Cave,5750
8121,Henry,Cave,6750
8122,Xico,Red,3000
8123,Roger,Cave,5250
8124,Henry,Cave,4500
8125,Xico,Goodman,6750
8126,Xico,Red,4500
8127,Henry,Red,4250
8128,Xico,Goodman,6750
8129,Roger,White,3000
8130,Mike,Feynman,4500
8131,Roger,Goodman,4250
8132,John,White,5750
8133,Xico,Feynman,4500
8134,John,Feynman,3000
8135,John,Goodman,5750
8136,Roger,Goodman,3750
8137,Xico,Goodman,3000
8138,John,Red,5750
8139,Roger,Red,5250
8140,John,Goodman,3000
8141,Mike,White,4250
8142,John,Red,5750
8143,Henry,Cave,6750
8144,Roger,Feynman,4500
8145,Henry,Red,6750
8146,Roger,Red,5750
8147,Xico,Cave,3750
8148,Mike,Red,3750
8149,Mike,Red,3750
8150,John,White,6750
8151,Xico,White,4500
8152,Roger,Cave,3000
8153,Mike,Goodman,4250
8154,Roger,Cave,5250
8155,Henry,Cave,5250
8156,Mike,Goodman,4500
8157,Xico,Cave,4500
8158,John,Goodman,6750
8159,Henry,Cave,4500
8160,John,White,3750
8161,Henry,Goodman,4500
8162,Mike,Red,6750
8163,Henry,Goodman,3000
8164,Mike,White,4500
8165,Henry,Red,5750
8166,Xico,Red,5750
8167,Henry,White,4250
8168,Roger,White,3000
8169,John,Red,3000
8170,Henry,Cave,6750
8171,Roger,White,5750
8172,Henry,Cave,4250
8173,Xico,White,4500
8174,Roger,Goodman,4500
8175,Henry,Feynman,3000
8176,Henry,Feynman,5750
8177,Mike,Feynman,5250
8178,Henry,White,5750
8179,Roger,White,4500
8180,Roger,Feynman,3000
8181,Mike,Feynman,4500
8182,John,Feynman,5750
8183,Roger,Goodman,6750
8184,Roger,Cave,5750
8185,Xico,Cave,4500
8186,Henry,Feynman,3750
8187,Mike,Cave,3000
8188,Mike,Red,3000
8189,John,White,6750
8190,Mike,Red,5750
8191,John,Feynman,5750
8192,John,Cave,3000
8193,Henry,Feynman,3000
8194,Xico,Feynman,4500
8195,John,Red,5250
8196,John,Feynman,5750
8197,Henry,Feynman,5250
8198,Roger,White,5750
8199,Roger,White,3750
8200,Xico,Cave,4250
8201,Henry,Goodman,4250
8202,Henry,Red,5250
8203,Xico,White,4250
8204,Xico,Goodman,5750
8205,Xico,Feynman,4250
8206,Roger,Goodman,4250
8207,Xico,White,4500
8208,Xico,Goodman,5750
8209,Mike,Red,5750
8210,Roger,Red,3000
8211,Roger,White,5250
8212,Mike,Cave,3000
8213,Henry,Red,5250
8214,Henry,Feynman,3750
8215,Xico,Feynman,4250
8216,Mike,Goodman,3000
8217,Mike,Red,3000
8218,Roger,White,3750
8219,John,Red,4500
8220,Mike,Red,5750
8221,Roger,Cave,5750
8222,Mike,Red,4250
8223,Xico,White,5750
8224,John,Cave,4500
8225,John,Cave,5750
8226,Xico,Feynman,3750
8227,Xico,Red,3000
8228,Roger,Cave,3000
8229,Henry,Goodman,4500
8230,Henry,Cave,6750
8231,Xico,Red,6750
8232,John,Goodman,4500
8233,Roger,Goodman,5750
8234,John,White,4500
8235,Mike,Red,3000
8236,Xico,White,3000
8237,Xico,Feynman,5250
8238,Mike,Goodman,6750
8239,Roger,Cave,3000
8240,Xico,Goodman,5750
8241,Henry,Goodman,3000
8242,John,Red,5250
8243,John,Goodman,5750
8244,Roger,Feynman,4250
8245,John,Goodman,3000
8246,Xico,White,5750
8247,Henry,Feynman,5750
8248,John,Feynman,3750
8249,Mike,Goodman,6750
8250,Xico,Red,4500
8251,Roger,Cave,3000
8252,Roger,Red,3750
8253,Xico,White,3750
8254,Xico,Cave,4500
8255,Henry,Red,3000
8256,Mike,Goodman,4500
8257,Roger,Feynman,6750
8258,Xico,Goodman,5250
8259,Xico,White,5250
8260,John,Feynman,5750
8261,Mike,Goodman,5750
8262,John,Feynman,3750
8263,Henry,White,6750
8264,John,White,6750
8265,Roger,Red,6750
8266,John,Red,3750
8267,Xico,Goodman,5750
8268,Xico,Goodman,5750
8269,Henry,Cave,3000
8270,Xico,Red,3750
8271,Xico,Red,4500
8272,Mike,Goodman,6750
8273,Henry,Red,4500
8274,Xico,Red,3750
8275,Mike,Feynman,6750
8276,Henry,Cave,5250
8277,Xico,Feynman,4250
8278,John,Feynman,4500
8279,Mike,Red,4500
8280,Roger,Feynman,6750
8281,Henry,White,4250
8282,Mike,Feynman,6750
8283,Mike,Goodman,6750
8284,Mike,Cave,3000
8285,Roger,White,4250
8286,Henry,Cave,3000
8287,Mike,Cave,3000
8288,Mike,Goodman,3000
8289,John,White,3000
8290,Roger,Goodman,6750
8291,Xico,Red,4500
8292,Henry,Feynman,4500
8293,Henry,Feynman,4500
8294,Henry,White,4500
8295,Henry,White,3750
8296,Roger,Cave,4500
8297,Henry,Red,3000
8298,Henry,Red,5750
8299,Mike,White,4500
8300,John,Goodman,3750
8301,Mike,Cave,4250
8302,John,Cave,5750
8303,John,Cave,4500
8304,Mike,Goodman,3750
8305,Mike,White,3750
8306,Mike,White,6750
8307,Xico,White,5750
8308,Henry,Cave,6750
8309,Xico,Cave,6750
8310,Xico,Feynman,5250
8311,Henry,White,5250
8312,Mike,Feynman,5250
8313,Henry,Red,5750
8314,Roger,Goodman,5750
8315,John,Red,4500
8316,John,White,3000
8317,Mike,White,6750
8318,John,Feynman,4500
8319,Henry,Cave,3000
8320,Xico,Cave,4500
8321,Henry,Cave,3000
8322,Henry,Goodman,3000
8323,Mike,Red,4250
8324,Mike,White,5750
8325,Henry,Cave,3000
8326,John,Red,5750
8327,Xico,White,3000
8328,Henry,Red,5750
8329,Henry,Cave,3000
8330,Henry,Goodman,6750
8331,Roger,Red,5750
8332,Mike,Goodman,4500
8333,Roger,Cave,3000
8334,Mike,White,5750
8335,John,Feynman,4250
8336,John,Red,5750
8337,Henry,Goodman,4250
8338,Xico,Feynman,6750
8339,Henry,Red,5750
8340,Mike,White,5250
8341,Mike,Feynman,3000
8342,Mike,Goodman,4500
8343,Henry,Goodman,3750
8344,Xico,Feynman,5750
8345,Mike,Cave,5750
8346,Xico,White,3000
8347,Mike,Goodman,3000
8348,John,Cave,3000
8349,Roger,Red,3000
8350,John,Cave,5250
8351,Mike,White,5750
8352,Xico,Red,4250
8353,Roger,Red,5250
8354,Xico,Feynman,4250
8355,Mike,White,6750
8356,Henry,Red,5750
8357,Xico,White,3000
8358,Mike,Feynman,4500
8359,Henry,White,4500
8360,Roger,Goodman,4500
8361,Xico,White,5750
8362,Xico,Feynman,3000
8363,Henry,Goodman,4500
8364,Xico,Red,5750
8365,Henry,White,4500
8366,Mike,Goodman,4500
8367,Henry,White,3000
8368,John,Red,6750
8369,Roger,Cave,5750
8370,Henry,Goodman,6750
8371,John,Feynman,4250
8372,Henry,Cave,3750
8373,Xico,Goodman,4500
8374,Henry,Feynman,5750
8375,Henry,Feynman,6750
8376,Mike,Feynman,5750
8377,John,Cave,5750
8378,Mike,Goodman,3750
8379,Mike,Feynman,3750
8380,John,White,5250
8381,Mike,Feynman,6750
8382,Xico,Red,4500
8383,Mike,Cave,4500
8384,Xico,Goodman,3000
8385,Mike,Cave,4250
8386,Roger,White,4500
8387,Roger,White,5750
8388,Mike,White,5750
8389,Roger,Cave,4500
8390,Henry,Red,4500
8391,Mike,Cave,4500
8392,Xico,White,4500
8393,John,Red,4250
8394,John,Red,4500
8395,Henry,White,6750
8396,Xico,White,3000
8397,Henry,Red,3000
8398,Xico,Red,5250
8399,Mike,Cave,3000
8400,John,Red,4250
8401,Mike,Red,3000
8402,Xico,Cave,5750
8403,Henry,Cave,5250
8404,Xico,Goodman,4500
8405,Roger,White,4500
8406,Roger,White,3000
8407,Roger,Goodman,4250
8408,Henry,White,3750
8409,Xico,Goodman,5250
8410,Roger,Goodman,4250
8411,Roger,White,5750
8412,Xico,White,3000
8413,Xico,Goodman,4500
8414,Roger,Goodman,3750
8415,Henry,Feynman,5750
8416,Henry,Red,4500
8417,Xico,Feynman,3000
8418,Xico,Red,3000
8419,Xico,White,3000
8420,Henry,Red,4250
8421,Xico,White,3000
8422,Henry,Feynman,6750
8423,Roger,Cave,5250
8424,Xico,Cave,4250
8425,Xico,Cave,3000
8426,Henry,White,5250
8427,Roger,White,3000
8428,John,White,5750
8429,Roger,Feynman,6750
8430,Mike,White,3000
8431,Mike,Goodman,3000
8432,John,Cave,6750
8433,Mike,Feynman,3000
8434,John,Feynman,3750
8435,Xico,White,5750
8436,Xico,Goodman,5750
8437,Xico,Red,5750
8438,Henry,Red,5750
8439,Mike,Red,4500
8440,Roger,Red,3000
8441,Henry,Red,4250
8442,Roger,Goodman,5250
8443,Henry,Red,5750
8444,Roger,Feynman,4500
8445,Roger,Feynman,5750
8446,Henry,Feynman,4500
8447,John,Cave,5250
8448,John,White,5750
8449,Mike,Red,5750
8450,John,Cave,5250
8451,John,White,3000
8452,John,Red,4500
8453,Xico,Cave,4500
8454,Henry,Cave,3000
8455,Roger,Red,5250
8456,Mike,Cave,6750
8457,John,Goodman,6750
8458,Henry,Cave,3000
8459,John,Cave,4250
8460,Xico,Cave,6750
8461,Xico,Goodman,4250
8462,Mike,Goodman,5750
8463,Xico,Red,3000
8464,Xico,Goodman,3750
8465,Roger,Cave,4500
8466,Roger,Cave,3000
8467,John,White,5750
8468,Xico,Cave,4500
8469,John,White,5750
8470,Mike,Cave,4500
8471,John,Goodman,3000
8472,Roger,Cave,3750
8473,Xico,Feynman,4500
8474,Henry,Goodman,5750
8475,John,Goodman,4500
8476,Xico,Cave,5750
8477,Xico,Red,5250
8478,Xico,Red,3750
8479,Xico,Goodman,3750
8480,Henry,Red,3000
8481,John,Red,5250
8482,Henry,White,5250
8483,Roger,Goodman,4500
8484,Mike,Feynman,3750
8485,Xico,Feynman,4500
8486,Roger,Cave,5750
8487,Mike,Goodman,6750
8488,Xico,White,4250
8489,Roger,Cave,4500
8490,John,Goodman,4500
8491,John,Cave,3750
8492,Roger,Goodman,3750
8493,Roger,Goodman,3000
8494,Henry,Goodman,3000
8495,John,Goodman,4500
8496,John,Cave,6750
8497,John,Cave,3000
8498,Roger,White,3000
8499,Mike,Feynman,3000
8500,Henry,Feynman,5750
8501,Roger,White,4250
8502,Roger,Red,4250
8503,John,Feynman,5250
8504,Henry,Red,4250
8505,Roger,Feynman,4500
8506,Roger,Red,5750
8507,Xico,Goodman,4250
8508,Mike,Goodman,3000
8509,Henry,Goodman,6750
8510,Mike,White,3000
8511,Mike,Cave,5750
8512,Mike,White,3750
8513,John,White,5250
8514,Henry,Red,3000
8515,Roger,Cave,5750
8516,Xico,Red,4500
8517,John,Cave,5250
8518,Henry,White,4500
8519,John,White,5250
8520,Henry,White,5750
8521,Mike,Cave,3750
8522,John,Red,4500
8523,Mike,White,5750
8524,Henry,White,3000
8525,Roger,Cave,5750
8526,Henry,Cave,5250
8527,John,Cave,3750
8528,Roger,Red,4500
8529,Henry,Goodman,4500
8530,Xico,Feynman,6750
8531,Mike,White,4500
8532,John,Goodman,3750
8533,Mike,Red,4500
8534,Xico,Feynman,5750
8535,Roger,Feynman,5250
8536,Xico,White,4500
8537,Henry,Red,3000
8538,Roger,Goodman,5250
8539,Mike,Red,4500
8540,Xico,Feynman,4500
8541,Roger,Feynman,4500
8542,Roger,Feynman,4500
8543,Mike,Cave,5250
8544,Mike,Feynman,4500
8545,Roger,White,4250
8546,Xico,Red,3000
8547,Henry,Feynman,3750
8548,John,Cave,5250
8549,Xico,Red,3000
8550,Xico,Red,3000
8551,Henry,Cave,3000
8552,Mike,Red,4250
8553,Henry,Feynman,3000
8554,Mike,Goodman,6750
8555,Roger,Cave,3000
8556,John,Goodman,5750
8557,Xico,White,6750
8558,John,Red,4250
8559,Xico,White,5750
8560,Henry,White,5750
8561,Mike,Feynman,4250
8562,Roger,Cave,5250
8563,Xico,Feynman,4250
8564,Roger,White,6750
8565,Mike,Goodman,3000
8566,Roger,Feynman,4500
8567,John,Cave,5750
8568,Henry,White,3000
8569,John,Red,3750
8570,Xico,Feynman,4500
8571,Xico,White,5250
8572,John,Feynman,5750
8573,Xico,White,3000
8574,John,Feynman,5250
8575,Mike,Goodman,4500
8576,Mike,White,3750
8577,Xico,Goodman,3000
8578,Henry,Goodman,3000
8579,Xico,Goodman,4500
8580,Xico,Red,4500
8581,Mike,White,4500
8582,Xico,Red,3750
8583,Henry,Red,5750
8584,Mike,White,4250
8585,Henry,Goodman,4500
8586,Henry,Goodman,5750
8587,Henry,Feynman,6750
8588,Xico,Feynman,5750
8589,Xico,Goodman,5750
8590,John,Goodman,3000
8591,Xico,Goodman,3750
8592,Xico,Red,4250
8593,Xico,Goodman,3000
8594,Xico,Red,3000
8595,Henry,Feynman,4250
8596,John,White,3000
8597,Henry,Goodman,3000
8598,Roger,Feynman,5750
8599,Xico,Goodman,3750
8600,Mike,Cave,4500
8601,Xico,Goodman,3000
8602,Mike,Goodman,3000
8603,Xico,Feynman,4500
8604,Roger,Red,3000
8605,Henry,Red,5250
8606,Henry,Cave,5750
8607,John,White,6750
8608,John,Red,3000
8609,Mike,White,4500
8610,Roger,Feynman,4500
8611,Roger,Cave,3000
8612,Henry,Feynman,4250
8613,Roger,Feynman,6750
8614,Xico,Cave,6750
8615,Roger,Feynman,5750
8616,Henry,Cave,3000
8617,Mike,Feynman,3000
8618,Roger,Red,5750
8619,Roger,Feynman,4250
8620,Xico,Goodman,3000
8621,Mike,White,6750
8622,John,Red,4250
8623,Mike,Goodman,5750
8624,Henry,Feynman,5750
8625,John,Red,3000
8626,Henry,Goodman,5750
8627,Mike,Feynman,4500
8628,Roger,Red,4500
8629,John,Cave,3000
8630,Roger,Red,3750
8631,Xico,Cave,5750
8632,Mike,Red,4500
8633,Roger,Feynman,3750
8634,Henry,White,4500
8635,Roger,Red,3000
8636,Henry,White,3750
8637,Xico,Cave,6750
8638,Roger,Red,3750
8639,Henry,White,6750
8640,Roger,Goodman,4500
8641,John,Goodman,5750
8642,Roger,Cave,4500
8643,Xico,Feynman,3000
8644,John,Goodman,5750
8645,Mike,Feynman,5750
8646,Xico,Feynman,4250
8647,Henry,Cave,6750
8648,Henry,Feynman,4500
8649,Henry,White,4500
8650,Xico,Goodman,3000
8651,Roger,Feynman,4500
8652,Mike,Cave,4500
8653,John,Feynman,3000
8654,Mike,Cave,3000
8655,Roger,Feynman,5250
8656,Mike,White,4500
8657,Henry,Feynman,3000
8658,Xico,Red,5750
8659,Xico,White,6750
8660,Roger,Goodman,5750
8661,Henry,Cave,3000
8662,Henry,Goodman,3000
8663,Henry,Goodman,4500
8664,Henry,Feynman,5750
8665,Henry,White,5750
8666,Xico,Feynman,5750
8667,Henry,White,6750
8668,Roger,White,5750
8669,Mike,Feynman,3000
8670,Mike,White,5750
8671,Mike,Feynman,3000
8672,Henry,Red,4500
8673,John,Goodman,5750
8674,Mike,Feynman,5750
8675,Mike,Feynman,4500
8676,Xico,Cave,3000
8677,Henry,Cave,3750
8678,Henry,Goodman,3750
8679,Henry,Goodman,3000
8680,Henry,Cave,4500
8681,John,Red,6750
8682,Roger,Goodman,4500
8683,Xico,Red,3750
8684,Xico,Goodman,4250
8685,John,Feynman,5750
8686,Henry,Feynman,4500
8687,Mike,Goodman,5750
8688,John,Feynman,3000
8689,Mike,Feynman,5750
8690,Mike,White,5750
8691,John,Red,4500
8692,Roger,Red,5250
8693,Mike,Cave,3750
8694,John,White,5250
8695,John,Goodman,6750
8696,John,Goodman,3000
8697,John,Goodman,6750
8698,Henry,Red,4500
8699,Roger,White,4250
8700,Roger,White,5750
8701,Mike,Cave,5250
8702,John,Cave,4250
8703,Roger,Cave,5750
8704,Henry,Cave,5250
8705,John,Red,4500
8706,Henry,White,3000
8707,Xico,Goodman,4500
8708,Mike,Red,3750
8709,Xico,Cave,6750
8710,Xico,Cave,3000
8711,Mike,White,3750
8712,Henry,Red,4500
8713,Mike,White,4500
8714,Roger,White,3750
8715,Mike,Feynman,3000
8716,Roger,White,3000
8717,John,Feynman,3000
8718,Roger,Feynman,3000
8719,John,White,4500
8720,Xico,Cave,5750
8721,Mike,Goodman,6750
8722,Henry,White,3000
8723,Xico,Cave,5250
8724,Henry,Red,4250
8725,Roger,Cave,5750
8726,John,White,4500
8727,Mike,Feynman,5250
8728,Henry,Red,4500
8729,Mike,White,3000
8730,Roger,Feynman,4500
8731,Mike,White,4500
8732,Xico,Red,4250
8733,Henry,Feynman,4500
8734,John,White,6750
8735,Henry,Red,4500
8736,Henry,Red,5750
8737,Mike,Goodman,3000
8738,Mike,Feynman,5250
8739,Xico,Cave,5250
8740,Henry,Goodman,3750
8741,Mike,White,3000
8742,Henry,Feynman,5250
8743,Henry,Red,3750
8744,John,Goodman,3000
8745,Xico,Cave,6750
8746,Mike,Red,3750
8747,Roger,Feynman,3750
8748,Henry,Cave,3000
8749,Mike,White,5750
8750,Henry,Goodman,3000
8751,Roger,Red,5250
8752,John,Goodman,3750
8753,Xico,Goodman,5750
8754,John,White,4250
8755,Xico,White,3000
8756,Mike,Cave,4500
8757,Mike,Feynman,4250
8758,Henry,Feynman,5250
8759,Mike,Goodman,3750
8760,Henry,Feynman,4500
8761,Mike,White,5750
8762,John,Red,4250
8763,John,White,3750
8764,Henry,Cave,4500
8765,John,Feynman,3000
8766,Roger,Cave,5750
8767,Henry,Goodman,6750
8768,Xico,Feynman,4250
8769,Xico,Cave,5750
8770,John,Goodman,5750
8771,Henry,White,3000
8772,John,Red,3000
8773,John,Feynman,3750
8774,Mike,White,4500
8775,Henry,Red,3000
8776,Xico,Goodman,5250
8777,Mike,White,6750
8778,Roger,Goodman,3000
8779,Mike,Goodman,4500
8780,Mike,Cave,4250
8781,Roger,Cave,5250
8782,Henry,Red,4500
8783,John,Red,3000
8784,John,Feynman,3000
8785,Mike,Feynman,4500
8786,Henry,Cave,4250
8787,John,Goodman,6750
8788,Henry,Goodman,4500
8789,Roger,White,4250
8790,Mike,White,4250
8791,Henry,Feynman,3000
8792,Henry,Feynman,4250
8793,Roger,Red,5250
8794,John,White,4500
8795,Xico,Red,4250
8796,Mike,Feynman,3000
8797,Mike,White,5750
8798,Roger,Cave,4500
8799,Xico,Goodman,3000
8800,Henry,Goodman,5750
8801,Roger,White,6750
8802,John,Cave,5250
8803,Mike,Feynman,6750
8804,Xico,Goodman,5750
8805,John,Red,5250
8806,Mike,Red,4250
8807,Henry,White,4500
8808,Mike,Feynman,5750
8809,Henry,Cave,4500
8810,John,Goodman,5750
8811,Henry,Cave,3000
8812,Roger,Cave,4500
8813,Xico,Cave,3000
8814,Henry,White,3750
8815,Xico,Red,5750
8816,Xico,Goodman,5250
8817,Henry,Goodman,4500
8818,Mike,Feynman,5750
8819,Henry,Red,5250
8820,Mike,Red,3000
8821,John,Cave,3000
8822,Roger,Red,4250
8823,Mike,Feynman,6750
8824,Henry,Goodman,4250
8825,Mike,Feynman,4250
8826,John,Cave,4500
8827,Henry,Cave,4250
8828,Henry,Feynman,5750
8829,Roger,Feynman,3750
8830,John,Goodman,4250
8831,John,Cave,3000
8832,Roger,Feynman,4500
8833,Henry,Feynman,5750
8834,Mike,Goodman,3000
8835,John,Cave,3000
8836,Roger,Goodman,4250
8837,Roger,Red,5250
8838,Xico,Feynman,5750
8839,Henry,Cave,4500
8840,Mike,Red,5750
8841,Mike,Goodman,4500
8842,Xico,Goodman,5750
8843,Xico,White,4500
8844,Henry,White,5250
8845,Henry,Feynman,4250
8846,Xico,White,5750
8847,Xico,Cave,5250
8848,Roger,Cave,3000
8849,Roger,White,3000
8850,Roger,Cave,6750
8851,Mike,Feynman,4250
8852,Roger,Cave,3000
8853,Henry,Cave,4250
8854,John,White,4250
8855,Mike,Red,3000
8856,Mike,Cave,3750
8857,Henry,Goodman,5250
8858,Roger,Cave,6750
8859,John,Red,6750
8860,Xico,Goodman,3000
8861,Roger,White,4500
8862,John,Red,3750
8863,John,White,4250
8864,Mike,Red,3750
8865,Henry,Feynman,4250
8866,John,Feynman,5750
8867,Mike,Cave,3750
8868,Xico,Cave,4500
8869,Mike,Feynman,5250
8870,John,Red,3000
8871,John,Red,4250
8872,Xico,Cave,5750
8873,Roger,White,3000
8874,Mike,Red,5750
8875,Henry,Feynman,5750
8876,Henry,White,5750
8877,Xico,Red,5750
8878,Roger,Goodman,4500
8879,Henry,Red,4250
8880,Mike,White,3750
8881,John,Cave,3000
8882,Roger,White,5750
8883,Henry,Goodman,5750
8884,Roger,White,5750
8885,Roger,Cave,3000
8886,Xico,Goodman,5750
8887,Mike,Feynman,4500
8888,Henry,Feynman,3000
8889,Henry,Goodman,5750
8890,Mike,Cave,5250
8891,Roger,Cave,3000
8892,Henry,Red,4500
8893,Xico,Cave,4500
8894,Xico,Feynman,3750
8895,John,Red,5250
8896,Mike,White,6750
8897,Henry,Cave,5750
8898,Xico,Feynman,4250
8899,Henry,White,3000
8900,Roger,Red,5750
8901,John,Goodman,4500
8902,Henry,Feynman,6750
8903,John,Goodman,3750
8904,John,White,4250
8905,Roger,Goodman,5250
8906,Henry,Goodman,6750
8907,John,Feynman,5750
8908,John,Feynman,4250
8909,Roger,Cave,5750
8910,Xico,Red,4250
8911,John,Goodman,3750
8912,Mike,Cave,5750
8913,Mike,Cave,4500
